Booking_ID,Booking_Date,Check_in_Date,Check_out_Date,Room_Type,Rate_Plan,Booked_Rate,Number_of_Nights,Number_of_Guests,Booking_Channel,Cancellation_Status,Revenue_Generated
BKG05502,2024-12-31,2025-11-09,2025-11-12,Suite,Early Bird (> 30 days),1989173.31,3,2,OTA,Confirmed,5967519.93
BKG05503,2024-12-31,2025-11-10,2025-11-11,Standard,Early Bird (> 30 days),1173224.23,1,3,Walk-in,Confirmed,1173224.23
BKG05504,2024-12-31,2025-11-10,2025-11-14,Standard,Early Bird (> 30 days),1143984.93,4,2,Website,Confirmed,4575939.72
BKG05505,2024-12-31,2025-11-10,2025-11-14,Standard,Early Bird (> 30 days),1179438.41,4,1,OTA,Confirmed,4717753.64
BKG05506,2024-12-31,2025-11-10,2025-11-17,Standard,Early Bird (> 30 days),1224629.73,7,1,OTA,Confirmed,8572408.11
BKG05507,2024-12-31,2025-11-10,2025-11-12,Standard,Early Bird (> 30 days),1151411.36,2,3,Website,Confirmed,2302822.72
BKG05508,2024-12-31,2025-11-10,2025-11-13,Standard,Early Bird (> 30 days) + Member,1095050.36,3,2,Website,Confirmed,3285151.08
BKG05509,2024-12-31,2025-11-10,2025-11-14,Standard,Early Bird (> 30 days) + Member,1071914.99,4,2,Website,Confirmed,4287659.96
BKG05510,2024-12-31,2025-11-10,2025-11-16,Standard,Early Bird (> 30 days),1171696.98,6,1,OTA,Confirmed,7030181.88
BKG05511,2024-12-31,2025-11-10,2025-11-13,Standard,Early Bird (> 30 days),1232722.71,3,1,Direct,Confirmed,3698168.13
BKG05512,2024-12-31,2025-11-10,2025-11-15,Standard,Early Bird (> 30 days),1186382.36,5,1,OTA,Confirmed,5931911.800000001
BKG05513,2024-12-31,2025-11-10,2025-11-16,Standard,Early Bird (> 30 days),1225445.24,6,3,Website,Confirmed,7352671.4399999995
BKG05514,2024-12-31,2025-11-10,2025-11-15,Deluxe,Early Bird (> 30 days) + Member,1227149.47,5,2,Direct,Confirmed,6135747.35
BKG05515,2024-12-31,2025-11-10,2025-11-13,Suite,Early Bird (> 30 days),2074389.4,3,3,Website,Confirmed,6223168.199999999
BKG05516,2024-12-31,2025-11-10,2025-11-13,Suite,Early Bird (> 30 days) + Member,1925293.09,3,2,Website,Confirmed,5775879.2700000005
BKG05517,2024-12-31,2025-11-10,2025-11-13,Suite,Early Bird (> 30 days) + Member,1791494.48,3,2,Direct,Confirmed,5374483.4399999995
BKG05518,2024-12-31,2025-11-11,2025-11-17,Deluxe,Early Bird (> 30 days),1414260.06,6,1,OTA,Confirmed,8485560.36
BKG05519,2024-12-31,2025-11-11,2025-11-15,Deluxe,Early Bird (> 30 days),1313037.89,4,2,Direct,Cancelled,0.0
BKG05520,2024-12-31,2025-11-11,2025-11-15,Deluxe,Early Bird (> 30 days),1390702.13,4,2,Walk-in,Confirmed,5562808.52
BKG05521,2024-12-31,2025-11-11,2025-11-13,Deluxe,Early Bird (> 30 days) + Member,1249744.13,2,1,Direct,Confirmed,2499488.26
BKG05522,2024-12-31,2025-11-11,2025-11-16,Deluxe,Early Bird (> 30 days),1328630.95,5,1,Walk-in,Confirmed,6643154.75
BKG05523,2024-12-31,2025-11-11,2025-11-15,Deluxe,Early Bird (> 30 days),1295899.07,4,2,OTA,Confirmed,5183596.28
BKG05524,2024-12-31,2025-11-11,2025-11-14,Deluxe,Early Bird (> 30 days),1386652.23,3,2,Website,Confirmed,4159956.69
BKG05525,2024-12-31,2025-11-11,2025-11-15,Deluxe,Early Bird (> 30 days),1296743.36,4,3,OTA,Confirmed,5186973.44
BKG05526,2024-12-31,2025-11-11,2025-11-14,Deluxe,Early Bird (> 30 days),1408340.34,3,1,Website,Confirmed,4225021.0200000005
BKG05527,2024-12-31,2025-11-11,2025-11-17,Deluxe,Early Bird (> 30 days),1403173.0,6,2,Direct,Confirmed,8419038.0
BKG05528,2024-12-31,2025-11-11,2025-11-17,Deluxe,Early Bird (> 30 days),1347713.89,6,1,Website,Confirmed,8086283.34
BKG05529,2024-12-31,2025-11-11,2025-11-16,Suite,Early Bird (> 30 days) + Member,1839284.98,5,1,Website,Cancelled,0.0
BKG05530,2024-12-31,2025-11-11,2025-11-13,Suite,Early Bird (> 30 days) + Member,1779834.21,2,3,Website,Confirmed,3559668.42
BKG05531,2024-12-31,2025-11-12,2025-11-15,Standard,Early Bird (> 30 days),1157709.38,3,3,Direct,Confirmed,3473128.1399999997
BKG05532,2024-12-31,2025-11-12,2025-11-15,Standard,Early Bird (> 30 days),1138549.98,3,1,Direct,Confirmed,3415649.94
BKG05533,2024-12-31,2025-11-12,2025-11-16,Standard,Early Bird (> 30 days),1216652.62,4,2,Website,Confirmed,4866610.48
BKG05534,2024-12-31,2025-11-12,2025-11-18,Standard,Early Bird (> 30 days),1199024.55,6,2,Direct,Cancelled,0.0
BKG05535,2024-12-31,2025-11-12,2025-11-16,Standard,Early Bird (> 30 days) + Member,1061422.85,4,1,Direct,Confirmed,4245691.4
BKG05536,2024-12-31,2025-11-12,2025-11-14,Standard,Early Bird (> 30 days) + Member,1081303.1,2,2,OTA,Confirmed,2162606.2
BKG05537,2024-12-31,2025-11-12,2025-11-17,Standard,Early Bird (> 30 days),1251664.34,5,3,Website,Cancelled,0.0
BKG05538,2024-12-31,2025-11-12,2025-11-16,Standard,Early Bird (> 30 days),1203621.36,4,3,Website,Confirmed,4814485.44
BKG05539,2024-12-31,2025-11-12,2025-11-15,Standard,Early Bird (> 30 days),1183021.47,3,3,OTA,Confirmed,3549064.41
BKG05540,2024-12-31,2025-11-12,2025-11-15,Standard,Early Bird (> 30 days),1239676.8,3,3,OTA,Confirmed,3719030.4000000004
BKG05541,2024-12-31,2025-11-12,2025-11-16,Standard,Early Bird (> 30 days),1142168.43,4,1,OTA,Confirmed,4568673.72
BKG05542,2024-12-31,2025-11-12,2025-11-13,Standard,Early Bird (> 30 days),1170215.65,1,3,Direct,Confirmed,1170215.65
BKG05543,2024-12-31,2025-11-13,2025-11-14,Standard,Early Bird (> 30 days),1218942.03,1,3,OTA,Confirmed,1218942.03
BKG05544,2024-12-31,2025-11-13,2025-11-19,Standard,Early Bird (> 30 days),1243846.11,6,2,OTA,Confirmed,7463076.66
BKG05545,2024-12-31,2025-11-13,2025-11-18,Standard,Early Bird (> 30 days),1223632.85,5,3,Walk-in,Confirmed,6118164.25
BKG05546,2024-12-31,2025-11-13,2025-11-17,Standard,Early Bird (> 30 days),1161078.78,4,3,Direct,Confirmed,4644315.12
BKG05547,2024-12-31,2025-11-13,2025-11-17,Standard,Early Bird (> 30 days),1181726.57,4,3,Website,Confirmed,4726906.28
BKG05548,2024-12-31,2025-11-13,2025-11-16,Standard,Early Bird (> 30 days) + Member,1107897.07,3,2,Direct,Confirmed,3323691.21
BKG05549,2024-12-31,2025-11-13,2025-11-15,Standard,Early Bird (> 30 days),1234700.04,2,2,OTA,Confirmed,2469400.08
BKG05550,2024-12-31,2025-11-13,2025-11-16,Standard,Early Bird (> 30 days),1168840.52,3,3,OTA,Confirmed,3506521.56
BKG05551,2024-12-31,2025-11-13,2025-11-20,Standard,Early Bird (> 30 days) + Member,1033004.94,7,1,Direct,Confirmed,7231034.58
BKG05552,2024-12-31,2025-11-13,2025-11-15,Standard,Early Bird (> 30 days) + Member,1126350.66,2,2,OTA,Confirmed,2252701.32
BKG05553,2024-12-31,2025-11-13,2025-11-17,Standard,Early Bird (> 30 days),1143013.38,4,1,Website,Confirmed,4572053.52
BKG05554,2024-12-31,2025-11-13,2025-11-18,Standard,Early Bird (> 30 days),1211563.05,5,3,OTA,Confirmed,6057815.25
BKG05555,2024-12-31,2025-11-13,2025-11-19,Standard,Early Bird (> 30 days),1208188.13,6,2,Direct,Confirmed,7249128.779999999
BKG05556,2024-12-31,2025-11-13,2025-11-16,Standard,Early Bird (> 30 days),1217430.11,3,1,OTA,Cancelled,0.0
BKG05557,2024-12-31,2025-11-13,2025-11-17,Standard,Early Bird (> 30 days) + Member,1126064.13,4,2,Website,Confirmed,4504256.52
BKG05558,2024-12-31,2025-11-13,2025-11-17,Deluxe,Early Bird (> 30 days),1335342.3,4,1,Website,Confirmed,5341369.2
BKG05559,2024-12-31,2025-11-13,2025-11-14,Deluxe,Early Bird (> 30 days),1348338.89,1,2,Website,Confirmed,1348338.89
BKG05560,2024-12-31,2025-11-13,2025-11-18,Deluxe,Early Bird (> 30 days) + Member,1251088.68,5,2,Website,Confirmed,6255443.399999999
BKG05561,2024-12-31,2025-11-13,2025-11-16,Deluxe,Early Bird (> 30 days),1303705.54,3,2,OTA,Confirmed,3911116.62
BKG05562,2024-12-31,2025-11-13,2025-11-18,Deluxe,Early Bird (> 30 days) + Member,1188042.24,5,1,Website,Confirmed,5940211.2
BKG05563,2024-12-31,2025-11-13,2025-11-20,Deluxe,Early Bird (> 30 days) + Member,1199673.65,7,1,Direct,Cancelled,0.0
BKG05564,2024-12-31,2025-11-13,2025-11-16,Suite,Early Bird (> 30 days),2133791.68,3,3,OTA,Confirmed,6401375.040000001
BKG05565,2024-12-31,2025-11-13,2025-11-14,Suite,Early Bird (> 30 days),2050532.12,1,1,Website,Confirmed,2050532.12
BKG05566,2024-12-31,2025-11-13,2025-11-14,Suite,Early Bird (> 30 days),2106766.61,1,1,Website,Confirmed,2106766.61
BKG05567,2024-12-31,2025-11-13,2025-11-19,Suite,Early Bird (> 30 days),2039237.02,6,3,Walk-in,Confirmed,12235422.120000001
BKG05568,2024-12-31,2025-11-13,2025-11-15,Suite,Early Bird (> 30 days),2119939.2,2,3,Website,Confirmed,4239878.4
BKG05569,2024-12-31,2025-11-14,2025-11-18,Deluxe,Early Bird (> 30 days) + Member,1244284.98,4,1,Direct,Cancelled,0.0
BKG05570,2024-12-31,2025-11-14,2025-11-18,Deluxe,Early Bird (> 30 days) + Member,1266775.56,4,2,Direct,Confirmed,5067102.24
BKG05571,2024-12-31,2025-11-14,2025-11-15,Deluxe,Early Bird (> 30 days) + Member,1271037.32,1,2,Walk-in,Confirmed,1271037.32
BKG05572,2024-12-31,2025-11-14,2025-11-19,Deluxe,Early Bird (> 30 days) + Member,1158234.47,5,1,Direct,Confirmed,5791172.35
BKG05573,2024-12-31,2025-11-14,2025-11-19,Deluxe,Early Bird (> 30 days),1330553.12,5,1,Website,Confirmed,6652765.600000001
BKG05574,2024-12-31,2025-11-14,2025-11-15,Suite,Early Bird (> 30 days),2134643.96,1,3,OTA,Confirmed,2134643.96
BKG05575,2024-12-31,2025-11-15,2025-11-18,Standard,Early Bird (> 30 days),1232889.54,3,2,OTA,Confirmed,3698668.62
BKG05576,2024-12-31,2025-11-15,2025-11-16,Standard,Early Bird (> 30 days),1147109.88,1,3,OTA,Confirmed,1147109.88
BKG05577,2024-12-31,2025-11-15,2025-11-16,Standard,Early Bird (> 30 days) + Member,1066658.7,1,1,OTA,Confirmed,1066658.7
BKG05578,2024-12-31,2025-11-15,2025-11-22,Standard,Early Bird (> 30 days),1148176.58,7,1,Direct,Confirmed,8037236.0600000005
BKG05579,2024-12-31,2025-11-15,2025-11-22,Standard,Early Bird (> 30 days),1160127.43,7,2,OTA,Confirmed,8120892.01
BKG05580,2024-12-31,2025-11-15,2025-11-22,Standard,Early Bird (> 30 days) + Member,1038712.43,7,2,Website,Confirmed,7270987.010000001
BKG05581,2024-12-31,2025-11-15,2025-11-20,Standard,Early Bird (> 30 days),1241979.89,5,2,OTA,Confirmed,6209899.449999999
BKG05582,2024-12-31,2025-11-15,2025-11-18,Standard,Early Bird (> 30 days),1178600.19,3,1,OTA,Confirmed,3535800.57
BKG05583,2024-12-31,2025-11-15,2025-11-16,Standard,Early Bird (> 30 days),1161136.14,1,2,OTA,Cancelled,0.0
BKG05584,2024-12-31,2025-11-15,2025-11-16,Standard,Early Bird (> 30 days) + Member,1089333.62,1,1,Direct,Confirmed,1089333.62
BKG05585,2024-12-31,2025-11-15,2025-11-20,Standard,Early Bird (> 30 days),1165724.9,5,3,Website,Confirmed,5828624.5
BKG05586,2024-12-31,2025-11-15,2025-11-17,Standard,Early Bird (> 30 days),1175424.4,2,3,Walk-in,Confirmed,2350848.8
BKG05587,2024-12-31,2025-11-15,2025-11-18,Standard,Early Bird (> 30 days),1180530.8,3,3,Website,Confirmed,3541592.4000000004
BKG05588,2024-12-31,2025-11-15,2025-11-18,Standard,Early Bird (> 30 days),1145077.49,3,2,OTA,Confirmed,3435232.4699999997
BKG05589,2024-12-31,2025-11-15,2025-11-20,Standard,Early Bird (> 30 days),1134191.7,5,3,OTA,Confirmed,5670958.5
BKG05590,2024-12-31,2025-11-15,2025-11-18,Standard,Early Bird (> 30 days) + Member,1072811.52,3,1,OTA,Confirmed,3218434.56
BKG05591,2024-12-31,2025-11-15,2025-11-17,Standard,Early Bird (> 30 days) + Member,1066300.26,2,1,Direct,Confirmed,2132600.52
BKG05592,2024-12-31,2025-11-15,2025-11-22,Standard,Early Bird (> 30 days) + Member,1050010.58,7,2,OTA,Confirmed,7350074.0600000005
BKG05593,2024-12-31,2025-11-15,2025-11-19,Standard,Early Bird (> 30 days) + Member,1086992.56,4,2,Website,Confirmed,4347970.24
BKG05594,2024-12-31,2025-11-15,2025-11-19,Standard,Early Bird (> 30 days),1251988.74,4,3,Website,Confirmed,5007954.96
BKG05595,2024-12-31,2025-11-15,2025-11-17,Standard,Early Bird (> 30 days),1229543.68,2,2,OTA,Confirmed,2459087.36
BKG05596,2024-12-31,2025-11-15,2025-11-20,Standard,Early Bird (> 30 days),1240231.63,5,3,OTA,Confirmed,6201158.149999999
BKG05597,2024-12-31,2025-11-15,2025-11-22,Standard,Early Bird (> 30 days),1181342.9,7,2,Direct,Confirmed,8269400.299999999
BKG05598,2024-12-31,2025-11-15,2025-11-19,Deluxe,Early Bird (> 30 days),1390556.6,4,1,OTA,Confirmed,5562226.4
BKG05599,2024-12-31,2025-11-15,2025-11-18,Deluxe,Early Bird (> 30 days),1372494.39,3,3,Website,Confirmed,4117483.17
BKG05600,2024-12-31,2025-11-15,2025-11-18,Deluxe,Early Bird (> 30 days),1339862.11,3,1,OTA,Confirmed,4019586.33
BKG05601,2024-12-31,2025-11-15,2025-11-17,Deluxe,Early Bird (> 30 days),1359090.67,2,3,Website,Confirmed,2718181.34
BKG05602,2024-12-31,2025-11-15,2025-11-20,Suite,Early Bird (> 30 days),2106763.89,5,3,Website,Confirmed,10533819.450000001
BKG05603,2024-12-31,2025-11-15,2025-11-18,Suite,Early Bird (> 30 days),2069208.01,3,1,OTA,Confirmed,6207624.03
BKG05604,2024-12-31,2025-11-15,2025-11-19,Suite,Early Bird (> 30 days),1990828.92,4,2,Direct,Confirmed,7963315.68
BKG05605,2024-12-31,2025-11-15,2025-11-21,Suite,Early Bird (> 30 days) + Member,1940652.93,6,3,Direct,Confirmed,11643917.58
BKG05606,2024-12-31,2025-11-16,2025-11-22,Standard,Early Bird (> 30 days),1160574.71,6,3,Website,Cancelled,0.0
BKG05607,2024-12-31,2025-11-16,2025-11-21,Standard,Early Bird (> 30 days),1235382.24,5,2,Website,Cancelled,0.0
BKG05608,2024-12-31,2025-11-16,2025-11-21,Standard,Early Bird (> 30 days),1237744.18,5,3,Direct,Confirmed,6188720.899999999
BKG05609,2024-12-31,2025-11-16,2025-11-21,Standard,Early Bird (> 30 days) + Member,1097357.77,5,2,Website,Confirmed,5486788.85
BKG05610,2024-12-31,2025-11-16,2025-11-21,Standard,Early Bird (> 30 days),1225605.41,5,3,Direct,Confirmed,6128027.05
BKG05611,2024-12-31,2025-11-16,2025-11-21,Standard,Early Bird (> 30 days),1237413.54,5,2,Direct,Confirmed,6187067.7
BKG05612,2024-12-31,2025-11-16,2025-11-20,Standard,Early Bird (> 30 days),1232048.75,4,2,OTA,Confirmed,4928195.0
BKG05613,2024-12-31,2025-11-16,2025-11-21,Standard,Early Bird (> 30 days),1186237.58,5,3,Website,Confirmed,5931187.9
BKG05614,2024-12-31,2025-11-16,2025-11-23,Standard,Early Bird (> 30 days),1151351.33,7,3,Direct,Cancelled,0.0
BKG05615,2024-12-31,2025-11-16,2025-11-20,Standard,Early Bird (> 30 days),1181857.58,4,2,Website,Confirmed,4727430.32
BKG05616,2024-12-31,2025-11-16,2025-11-19,Standard,Early Bird (> 30 days),1146354.87,3,1,Direct,Confirmed,3439064.6100000003
BKG05617,2024-12-31,2025-11-16,2025-11-18,Standard,Early Bird (> 30 days),1174135.92,2,3,OTA,Confirmed,2348271.84
BKG05618,2024-12-31,2025-11-16,2025-11-19,Standard,Early Bird (> 30 days),1230958.27,3,1,Website,Confirmed,3692874.81
BKG05619,2024-12-31,2025-11-16,2025-11-22,Standard,Early Bird (> 30 days) + Member,1100756.02,6,1,Website,Confirmed,6604536.12
BKG05620,2024-12-31,2025-11-16,2025-11-19,Suite,Early Bird (> 30 days) + Member,1807261.78,3,1,OTA,Confirmed,5421785.34
BKG05621,2024-12-31,2025-11-16,2025-11-18,Suite,Early Bird (> 30 days) + Member,1878027.14,2,1,OTA,Confirmed,3756054.28
BKG05622,2024-12-31,2025-11-16,2025-11-20,Suite,Early Bird (> 30 days),2166243.21,4,1,Website,Confirmed,8664972.84
BKG05623,2024-12-31,2025-11-17,2025-11-20,Standard,Early Bird (> 30 days) + Member,1085659.06,3,3,Website,Confirmed,3256977.18
BKG05624,2024-12-31,2025-11-17,2025-11-19,Standard,Early Bird (> 30 days),1234885.64,2,2,Website,Confirmed,2469771.28
BKG05625,2024-12-31,2025-11-17,2025-11-20,Standard,Early Bird (> 30 days),1175375.19,3,3,Website,Confirmed,3526125.57
BKG05626,2024-12-31,2025-11-17,2025-11-22,Standard,Early Bird (> 30 days) + Member,1032381.47,5,1,Direct,Confirmed,5161907.35
BKG05627,2024-12-31,2025-11-17,2025-11-20,Standard,Early Bird (> 30 days),1243134.48,3,2,Website,Confirmed,3729403.44
BKG05628,2024-12-31,2025-11-17,2025-11-19,Standard,Early Bird (> 30 days),1240705.54,2,1,Website,Confirmed,2481411.08
BKG05629,2024-12-31,2025-11-17,2025-11-19,Standard,Early Bird (> 30 days),1176915.06,2,2,OTA,Cancelled,0.0
BKG05630,2024-12-31,2025-11-17,2025-11-19,Standard,Early Bird (> 30 days),1172691.21,2,2,OTA,Confirmed,2345382.42
BKG05631,2024-12-31,2025-11-17,2025-11-20,Standard,Early Bird (> 30 days) + Member,1075658.48,3,1,Website,Confirmed,3226975.44
BKG05632,2024-12-31,2025-11-17,2025-11-18,Deluxe,Early Bird (> 30 days),1405882.75,1,1,OTA,Confirmed,1405882.75
BKG05633,2024-12-31,2025-11-17,2025-11-22,Deluxe,Early Bird (> 30 days),1335648.0,5,3,Direct,Confirmed,6678240.0
BKG05634,2024-12-31,2025-11-17,2025-11-21,Deluxe,Early Bird (> 30 days) + Member,1264480.63,4,1,Website,Confirmed,5057922.52
BKG05635,2024-12-31,2025-11-17,2025-11-19,Deluxe,Early Bird (> 30 days),1345607.49,2,2,Website,Confirmed,2691214.98
BKG05636,2024-12-31,2025-11-18,2025-11-24,Standard,Early Bird (> 30 days),1171480.25,6,1,Direct,Confirmed,7028881.5
BKG05637,2024-12-31,2025-11-18,2025-11-21,Standard,Early Bird (> 30 days),1211761.3,3,2,OTA,Confirmed,3635283.9000000004
BKG05638,2024-12-31,2025-11-18,2025-11-23,Standard,Early Bird (> 30 days),1135911.89,5,1,Website,Confirmed,5679559.449999999
BKG05639,2024-12-31,2025-11-18,2025-11-23,Standard,Early Bird (> 30 days) + Member,1029763.86,5,1,Website,Confirmed,5148819.3
BKG05640,2024-12-31,2025-11-18,2025-11-20,Standard,Early Bird (> 30 days),1221403.34,2,2,OTA,Confirmed,2442806.68
BKG05641,2024-12-31,2025-11-18,2025-11-21,Standard,Early Bird (> 30 days),1203113.44,3,3,Website,Confirmed,3609340.32
BKG05642,2024-12-31,2025-11-18,2025-11-21,Standard,Early Bird (> 30 days),1197458.67,3,1,OTA,Confirmed,3592376.01
BKG05643,2024-12-31,2025-11-18,2025-11-20,Deluxe,Early Bird (> 30 days) + Member,1247278.12,2,2,Direct,Confirmed,2494556.24
BKG05644,2024-12-31,2025-11-18,2025-11-21,Deluxe,Early Bird (> 30 days),1387788.17,3,1,Direct,Confirmed,4163364.51
BKG05645,2024-12-31,2025-11-18,2025-11-20,Deluxe,Early Bird (> 30 days) + Member,1192837.11,2,1,Direct,Confirmed,2385674.22
BKG05646,2024-12-31,2025-11-18,2025-11-21,Deluxe,Early Bird (> 30 days),1316121.59,3,1,OTA,Confirmed,3948364.7700000005
BKG05647,2024-12-31,2025-11-18,2025-11-22,Deluxe,Early Bird (> 30 days),1355343.89,4,1,OTA,Confirmed,5421375.56
BKG05648,2024-12-31,2025-11-18,2025-11-23,Deluxe,Early Bird (> 30 days),1315635.1,5,2,OTA,Confirmed,6578175.5
BKG05649,2024-12-31,2025-11-18,2025-11-23,Deluxe,Early Bird (> 30 days),1363262.59,5,2,Website,Confirmed,6816312.95
BKG05650,2024-12-31,2025-11-18,2025-11-21,Suite,Early Bird (> 30 days),2137339.37,3,1,OTA,Confirmed,6412018.11
BKG05651,2024-12-31,2025-11-19,2025-11-23,Standard,Early Bird (> 30 days),1192122.68,4,2,OTA,Confirmed,4768490.72
BKG05652,2024-12-31,2025-11-19,2025-11-21,Standard,Early Bird (> 30 days),1189032.92,2,1,Website,Confirmed,2378065.84
BKG05653,2024-12-31,2025-11-19,2025-11-21,Standard,Early Bird (> 30 days) + Member,1067955.65,2,1,Direct,Confirmed,2135911.3
BKG05654,2024-12-31,2025-11-19,2025-11-25,Standard,Early Bird (> 30 days),1164791.46,6,1,OTA,Confirmed,6988748.76
BKG05655,2024-12-31,2025-11-19,2025-11-24,Standard,Early Bird (> 30 days),1161746.29,5,3,Walk-in,Confirmed,5808731.45
BKG05656,2024-12-31,2025-11-19,2025-11-22,Standard,Early Bird (> 30 days),1189917.58,3,1,OTA,Confirmed,3569752.74
BKG05657,2024-12-31,2025-11-19,2025-11-21,Standard,Early Bird (> 30 days),1196724.04,2,1,OTA,Confirmed,2393448.08
BKG05658,2024-12-31,2025-11-19,2025-11-24,Standard,Early Bird (> 30 days),1159242.55,5,1,Walk-in,Confirmed,5796212.75
BKG05659,2024-12-31,2025-11-19,2025-11-22,Standard,Early Bird (> 30 days),1187039.85,3,1,Direct,Confirmed,3561119.5500000003
BKG05660,2024-12-31,2025-11-19,2025-11-23,Standard,Early Bird (> 30 days) + Member,1025272.86,4,3,Direct,Cancelled,0.0
BKG05661,2024-12-31,2025-11-19,2025-11-23,Standard,Early Bird (> 30 days),1184151.58,4,3,Website,Cancelled,0.0
BKG05662,2024-12-31,2025-11-19,2025-11-22,Standard,Early Bird (> 30 days) + Member,1069324.0,3,2,Direct,Confirmed,3207972.0
BKG05663,2024-12-31,2025-11-19,2025-11-23,Standard,Early Bird (> 30 days) + Member,1093972.27,4,1,Direct,Confirmed,4375889.08
BKG05664,2024-12-31,2025-11-19,2025-11-22,Standard,Early Bird (> 30 days) + Member,1104478.85,3,1,Website,Confirmed,3313436.5500000003
BKG05665,2024-12-31,2025-11-19,2025-11-20,Standard,Early Bird (> 30 days),1202129.99,1,3,Direct,Confirmed,1202129.99
BKG05666,2024-12-31,2025-11-19,2025-11-21,Standard,Early Bird (> 30 days),1195914.62,2,1,Website,Confirmed,2391829.24
BKG05667,2024-12-31,2025-11-19,2025-11-22,Deluxe,Early Bird (> 30 days) + Member,1241484.83,3,2,Website,Confirmed,3724454.49
BKG05668,2024-12-31,2025-11-19,2025-11-22,Deluxe,Early Bird (> 30 days),1407278.75,3,1,OTA,Cancelled,0.0
BKG05669,2024-12-31,2025-11-19,2025-11-22,Suite,Early Bird (> 30 days),2023673.23,3,2,OTA,Confirmed,6071019.6899999995
BKG05670,2024-12-31,2025-11-19,2025-11-24,Suite,Early Bird (> 30 days) + Member,1813555.32,5,2,Website,Confirmed,9067776.6
BKG05671,2024-12-31,2025-11-19,2025-11-22,Suite,Early Bird (> 30 days),2044892.32,3,3,Walk-in,Confirmed,6134676.96
BKG05672,2024-12-31,2025-11-20,2025-11-23,Deluxe,Early Bird (> 30 days),1293447.79,3,3,Direct,Confirmed,3880343.37
BKG05673,2024-12-31,2025-11-20,2025-11-23,Deluxe,Early Bird (> 30 days) + Member,1251412.52,3,3,Direct,Confirmed,3754237.56
BKG05674,2024-12-31,2025-11-20,2025-11-26,Deluxe,Early Bird (> 30 days),1357268.05,6,1,OTA,Confirmed,8143608.300000001
BKG05675,2024-12-31,2025-11-20,2025-11-22,Deluxe,Early Bird (> 30 days),1351823.63,2,2,Direct,Confirmed,2703647.26
BKG05676,2024-12-31,2025-11-20,2025-11-26,Deluxe,Early Bird (> 30 days),1395632.44,6,2,OTA,Confirmed,8373794.64
BKG05677,2024-12-31,2025-11-20,2025-11-27,Deluxe,Early Bird (> 30 days),1284818.17,7,3,Website,Confirmed,8993727.19
BKG05678,2024-12-31,2025-11-20,2025-11-24,Deluxe,Early Bird (> 30 days) + Member,1272608.33,4,3,Direct,Confirmed,5090433.32
BKG05679,2024-12-31,2025-11-20,2025-11-22,Suite,Early Bird (> 30 days) + Member,1882760.28,2,2,Website,Confirmed,3765520.56
BKG05680,2024-12-31,2025-11-20,2025-11-23,Suite,Early Bird (> 30 days) + Member,1790069.05,3,2,Website,Confirmed,5370207.15
BKG05681,2024-12-31,2025-11-20,2025-11-23,Suite,Early Bird (> 30 days) + Member,1924359.28,3,1,Direct,Confirmed,5773077.84
BKG05682,2024-12-31,2025-11-21,2025-11-24,Standard,Early Bird (> 30 days),1158894.04,3,3,Walk-in,Confirmed,3476682.12
BKG05683,2024-12-31,2025-11-21,2025-11-24,Standard,Early Bird (> 30 days),1142644.62,3,1,Website,Confirmed,3427933.8600000003
BKG05684,2024-12-31,2025-11-21,2025-11-24,Standard,Early Bird (> 30 days),1147770.42,3,3,OTA,Confirmed,3443311.26
BKG05685,2024-12-31,2025-11-21,2025-11-28,Standard,Early Bird (> 30 days),1177215.84,7,2,OTA,Confirmed,8240510.880000001
BKG05686,2024-12-31,2025-11-21,2025-11-26,Standard,Early Bird (> 30 days) + Member,1077390.46,5,1,Website,Confirmed,5386952.3
BKG05687,2024-12-31,2025-11-21,2025-11-24,Standard,Early Bird (> 30 days),1160860.84,3,1,Website,Confirmed,3482582.5200000005
BKG05688,2024-12-31,2025-11-21,2025-11-26,Standard,Early Bird (> 30 days) + Member,1089519.65,5,3,Direct,Confirmed,5447598.25
BKG05689,2024-12-31,2025-11-21,2025-11-23,Standard,Early Bird (> 30 days),1157557.54,2,2,Direct,Confirmed,2315115.08
BKG05690,2024-12-31,2025-11-21,2025-11-23,Standard,Early Bird (> 30 days),1136038.16,2,2,OTA,Confirmed,2272076.32
BKG05691,2024-12-31,2025-11-21,2025-11-22,Standard,Early Bird (> 30 days),1134745.69,1,1,OTA,Confirmed,1134745.69
BKG05692,2024-12-31,2025-11-21,2025-11-24,Standard,Early Bird (> 30 days),1249080.74,3,3,OTA,Confirmed,3747242.2199999997
BKG05693,2024-12-31,2025-11-21,2025-11-24,Standard,Early Bird (> 30 days),1223713.49,3,1,Walk-in,Confirmed,3671140.4699999997
BKG05694,2024-12-31,2025-11-21,2025-11-23,Standard,Early Bird (> 30 days) + Member,1077503.97,2,1,Website,Confirmed,2155007.94
BKG05695,2024-12-31,2025-11-21,2025-11-23,Standard,Early Bird (> 30 days) + Member,1098418.01,2,1,Direct,Confirmed,2196836.02
BKG05696,2024-12-31,2025-11-21,2025-11-23,Standard,Early Bird (> 30 days),1204994.08,2,1,OTA,Confirmed,2409988.16
BKG05697,2024-12-31,2025-11-21,2025-11-22,Deluxe,Early Bird (> 30 days),1283228.35,1,2,Website,Confirmed,1283228.35
